country_iso3,country_name,year,gdp_growth,inflation,gov_debt_gdp,external_debt_gni,reserves_months_imports,current_account_gdp,exports_gdp,gdp_per_capita,fx_official_rate,real_interest_rate,spread_bps,provenance,data_note,voice_accountability,political_stability,government_effectiveness,regulatory_quality,rule_of_law,control_corruption
ARG,Argentina,2000,-1.9463102253703397,8.851874449562326,134.73182102170009,129.83198775719654,3.4130519719050927,-6.284339046695713,14.994235297043181,1211.3728816118387,16.303525074122966,5.68578081274845,2019.7203539040904,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.20473236633298364,-0.8029670792618181,,,-0.5624294558529722,
ARG,Argentina,2001,-2.113915883476357,8.089642841498339,151.72659136809582,110.93988784441235,0.985186788400063,-1.4962137818094763,21.583149997763222,860.87746605049,16.31491709506493,8.153519758487565,3000.0,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.5536958503941893,-1.270718135595161,-0.36974996862772785,,-0.7030775441768592,-0.5837788515160214
ARG,Argentina,2002,-0.9239372946905438,13.342770819319245,146.32634845260642,121.88393694723187,0.45031594847310263,-0.4680990386429156,10.71910196970417,956.3525160664478,17.36732369943973,7.478945352901336,3000.0,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-1.0745932931992157,-1.2010688507710865,-0.13799664409933288,-0.26064220497669444,-0.810591687184225,-1.1701453937227657
ARG,Argentina,2003,-2.2279291717674203,12.808201954614939,150.44882902762882,115.3637421606337,0.1,-3.9533930896342695,21.16587543505601,970.1370314265032,18.276454053897663,5.994905524215114,1801.751090099168,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-1.2379217132531306,-2.0761884688758108,-0.5025284562803161,-0.9271049419919285,-0.9395542556893065,-1.0488219486062194
ARG,Argentina,2004,-3.934655668309834,10.526826087522535,159.8221756651105,120.59354720110018,3.94318463513595,-8.041914335318623,14.1659589649141,874.2706158234563,18.67737967632077,10.47071380539921,1910.4690716011542,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-1.023824767419541,-0.955281832229604,-0.8548006852204443,-0.821712078120565,-0.9637613209839966,-0.8197674726601516
ARG,Argentina,2005,-0.35009617374105606,11.970393286616103,147.4150866945618,120.87527508918413,0.1,-0.34125024458688413,17.01325216546317,1079.6308608829809,21.006456359429112,4.865459499112533,1561.4047815604417,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-1.0222968074359784,-1.2202635872929477,-0.1575037450512164,-0.6688684821652873,-0.8853666853927208,-0.08066547675040481
ARG,Argentina,2006,-2.874708127607386,7.65951766059867,135.9060225063812,110.97272756738168,2.4542400570479432,-1.3704823633003296,26.470113217370397,1134.7362080349342,21.042662690146823,6.544301282966743,939.2583610147864,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-1.4759742552805968,-0.868870447143123,-0.9424511577581404,-0.23109013054612482,-0.7579091488791659,-0.9546480432758027
ARG,Argentina,2007,1.3520368026172314,9.804330667806573,143.89154192528153,124.34055913497714,4.368483518305904,-2.010451832315037,19.1876121775691,1512.4356735861993,22.470750785608946,0.960987969148134,1493.1358547348884,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.9259102185761316,-0.899888082128183,-0.11936315625655658,-0.49265171446030137,-0.33906722908400033,-0.24068334583048595
ARG,Argentina,2008,2.187330309073229,11.55858161197513,126.0201703700004,103.67447510446537,3.893730920745286,0.26348820060242906,28.428351468615283,1754.5493428161772,25.88076624800146,-2.7226262134878993,983.419008630446,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.9850860313630923,-0.6090539917298774,0.21333638497799595,-0.5419034950074504,-0.9097389313444214,-0.11014298909709869
ARG,Argentina,2009,-1.6141720477874244,10.00441553214048,135.47601248325697,95.38142293104133,3.7463874570854454,0.7490997699482755,20.81547500513052,1845.4375729277235,29.15515185076771,4.456456934704866,906.6678040028645,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-1.3857547366247922,-0.632068185119304,-0.1444377019653024,0.030276269614819662,-0.08551903475898381,-0.9207338679874464
ARG,Argentina,2010,1.6318576131000966,10.273898863582916,131.04998520752446,127.40050736598641,1.6740018382980908,-2.0176531654831535,16.15794201928138,1769.5584819648404,30.409297806694443,3.461642799553688,623.3369336315519,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-1.2237940268970315,-0.8991397486607746,-0.7762378002405921,-0.16317636282922385,-0.7345931169841613,-0.9003075921034314
ARG,Argentina,2011,2.0905692903833972,10.224205845800423,139.17773231347724,101.05305426342267,3.503102448390819,-4.64662328197454,25.14449782602483,1799.6539850242075,31.864069028123645,1.5123226491929547,761.5133738445342,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.7337605000200452,-0.13943366908863075,-0.6556935437207753,-0.25259454593227126,-1.1635237944743575,-0.6588960593794908
ARG,Argentina,2012,-0.5885731419105109,11.699395365427902,154.34601483111132,111.664186300562,4.571954970672642,-1.3439588784885543,23.223547471669225,1848.80888271489,29.42624125138932,4.563154210593777,639.9532191925612,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.353943901691426,-0.8170257164500826,-0.37002468857883486,-0.36829326052755995,-0.40559970475474644,-0.3566767404044362
ARG,Argentina,2013,0.9007958541986967,5.498833275879982,134.32357414586076,107.03760550375593,2.1108290987196647,-1.6338757232720533,40.743086544268884,2034.1420871884318,29.307961281636114,-0.0028004994289800855,1564.0475211212129,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.5224913194444378,-0.4214429833016939,-0.4050391813889695,-0.3735748725922755,0.3164519410431136,-0.5591191627198724
ARG,Argentina,2014,0.8459230414143035,10.869627521433404,131.85298142773243,124.942765042112,1.5837314776851263,-3.028451612731258,15.084153049412851,1204.2051158037305,30.792250369894326,6.9245059910069475,2935.8449692463364,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.7484909631677761,-1.0708386762188884,-0.38456192140727236,-0.5067579285911364,-0.9631238212370397,-0.272995424847698
ARG,Argentina,2015,2.027983849191882,13.037267653080308,142.18967973769597,83.70826355680097,2.3686204715945487,-3.225616619119812,6.602667485410045,1195.8785109996245,29.95162723221282,3.803463558009634,1333.9506507052963,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.024805997501062604,-0.9857019479465563,-0.5633077559396834,-0.27258883618879076,-0.05613391580266369,-0.7127131534213946
ARG,Argentina,2016,-2.3052682372876547,9.69785926192472,137.49707652727088,98.52912095652306,2.1888869405360882,3.813999742260123,,1744.1924494742957,28.965949051048554,8.449401218596307,1303.8130750995597,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.2853589159226911,-0.8260491569367324,-0.2441430111438772,-0.2550719399726161,-0.8522495623983433,-0.4273932463624557
ARG,Argentina,2017,-1.4543465571438494,4.221599759826116,138.2117195026122,113.52107794598196,2.5109259456082413,-2.950979684598564,29.077632615217205,1823.1323095452813,28.988105400779435,6.017191679903856,986.5504473183994,synthetic_demo_only,SYNTHETIC DEMO DATA — generated by scripts/make_sample_data.py. NOT real sovereign ratings. Do not use for empirical conclusions.,-0.36553788602759385,-1.0016770494867022,-0.04393673377842877,-0.03384278053908257,-0.741276332101539,-0.6176820030897191
